s,w,prezzo,metri.quadrati,numero.bagni,ascensore,numero.stanze,altre.caratteristiche,numero.totale.piani.edificio,parcheggio,disponibile,spese.condominiali,anno.di. Costruzione,condizioni,zona,piano,riscaldamento.centralizzato,classe.di.efficienza.energetica
0,1,730000,100,1,sì,3,fibra ottica | videocitofono | porta di sicurezza | terrazza | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / metallo | doppia esposizione,4,no,disponibile,130,1900,buone condizioni /vivibile,piave - tricolore,2,indipendente,g
0,1,320000,60,2,no,2,cancello elettrico | taverna | fibra ottica | videocitofono | esposizione interna | sistema televisivo centralizzato |giardino privato | window frames in triple glass / pvc,1 piano,1 in parcheggio condiviso,disponibile,50,2024,nuovo / in costruzione,precotto,piano terra,indipendente,NA
0,1,258400,76,1,sì,2,cancello elettrico | porta di sicurezza | esposizione esterna | terrazza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso | infissi in vetro/ legno,8,no,disponibile,1,1968,da restaurare,bologna - sulmona,3,centralizzato,e
0,1,295000,55,1,sì,2,porta di sicurezza | esposizione esterna | impianto tv con parabola satellitare |giardino privato | window frames in triple glass / pvc,1 piano,no,NA,50,2024,nuovo / in costruzione,bovisa,piano terra,indipendente,a
0,1,522000,87,NA,sì,3,terrazza |portinaio tutto il giorno,7,no,disponibile,190,1960,eccellente / restaurato,cenisio,6,NA,b
0,1,595000,110,2,no,4,cancello elettrico | videocitofono | porta di sicurezza | esposizione esterna | terrazza | terrazza | sistema televisivo centralizzato |infissi esterni in doppio vetro / pvc,2,no,disponibile,350,2023,nuovo / in costruzione,greco - segnano,1,centralizzato,a
0,1,215000,100,1,sì,3,fibra ottica | videocitofono | porta di sicurezza | terrazza | sistema televisivo centralizzato | parzialmente arredato| cantina | giardino condiviso | infissi in vetro/ legno | doppia esposizione,8,no,disponibile,NA,1967,buone condizioni /vivibile,gratosoglio,soppalco,centralizzato,NA
0,1,298000,80,1,sì,3,terrazza | cantina | giardino condiviso,7,no,disponibile,242,1970,eccellente / restaurato,barona,1,centralizzato,g
0,1,850000,185,2,sì,4,fibra ottica | videocitofono | porta di sicurezza | esposizione esterna | guardaroba | sistema televisivo centralizzato | parzialmente arredato| cantina |infissi esterni in doppio vetro / legno,6,no,disponibile,400,1950,buone condizioni /vivibile,solari,3,centralizzato,f
0,1,295000,60,1,sì,2,videocitofono | porta di sicurezza | terrazza | terrazza |arredato| cantina | window frames in triple glass / pvc | doppia esposizione,6,no,disponibile,130,2010,eccellente / restaurato,piazzale siena,6,centralizzato,d
0,1,360000,60,1,sì,2,porta di sicurezza | esposizione interna | sistema televisivo centralizzato | parzialmente arredato|infissi esterni in doppio vetro / pvc,5,no,NA,200,1900,buone condizioni /vivibile,solari,piano terra,indipendente,g
0,1,370000,91,1,sì,3,cancello elettrico | fibra ottica | porta di sicurezza | terrazza | sistema televisivo centralizzato | cantina | infissi in vetro/ legno | doppia esposizione,3,no,disponibile,NA,1950,da restaurare,precotto,1,centralizzato,a
0,1,415000,90,2,sì,3,terrazza |portinaio tutto il giorno | giardino condiviso,2,no,disponibile,NA,2024,nuovo / in costruzione,quintosole - chiaravalle,1,centralizzato,a
0,1,395000,70,1,sì,2,taverna | fibra ottica | sistema d'allarme | porta di sicurezza | sistema televisivo centralizzato |infissi esterni in doppio vetro / pvc | doppia esposizione,5,no,disponibile,NA,1900,eccellente / restaurato,porta romana - medaglie d'oro,piano terra,centralizzato,f
0,1,476000,80,1,sì,2,porta di sicurezza | terrazza | cantina,6,no,disponibile,nessun costo condominiale,NA,nuovo / in costruzione,cenisio,5,centralizzato,g
0,1,379000,50,1,no,2,fibra ottica | videocitofono | porta di sicurezza | esposizione interna | guardaroba | terrazza |portinaio mezza giornata | sistema televisivo centralizzato |infissi esterni in doppio vetro / pvc,2,no,disponibile,120,NA,buone condizioni /vivibile,corso genova,1,indipendente,e
0,1,419000,80,1,no,2,porta di sicurezza | terrazza | terrazza |portinaio tutto il giorno |infissi esterni in doppio vetro / pvc,2,no,NA,116,NA,nuovo / in costruzione,solari,piano terra,indipendente,g
0,1,269000,109,1,no,3,porta di sicurezza | sistema televisivo centralizzato | infissi in vetro/ metallo,2,no,disponibile,129,1950,da restaurare,niguarda,1,indipendente,g
0,1,339000,105,2,sì,3,porta di sicurezza | esposizione esterna | terrazza | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / pvc,16,no,disponibile,200,1970,da restaurare,ca' granda,1,centralizzato,f
0,1,439000,150,2,no,3,cancello elettrico | caminetto | taverna | porta di sicurezza | terrazza | sistema televisivo centralizzato |giardino privato |infissi esterni in doppio vetro / legno | doppia esposizione,3,"1 in garage/box, 1 in parcheggio condiviso",disponibile,120,1990,da restaurare,cantalupa - san paolo,1,indipendente,g
0,1,198000,70,1,sì,2,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,8,1 in parcheggio condiviso,disponibile,200,NA,eccellente / restaurato,giambellino,5,centralizzato,f
0,1,2200000,180,2,sì,5,cancello elettrico | fibra ottica | sistema d'allarme | porta di sicurezza | esposizione interna |portinaio tutto il giorno | sistema televisivo centralizzato | giardino condiviso | infissi in vetro/ pvc,6,2 in garage/box,disponibile,600,1960,da restaurare,brera,1,centralizzato,f
0,1,1177000,185,3,sì,4,fibra ottica | videocitofono | porta di sicurezza | terrazza | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,5,no,disponibile,NA,2023,nuovo / in costruzione,turro,5,centralizzato,a
0,1,290000,60,1,no,1,fibra ottica |infissi esterni in doppio vetro / pvc,6,no,disponibile,125,1940,buone condizioni /vivibile,martini - insubria,piano terra,centralizzato,d
0,1,260000,80,1,sì,3,videocitofono | porta di sicurezza | terrazza | sistema televisivo centralizzato | cantina |infissi esterni in doppio vetro / legno | doppia esposizione,6,no,disponibile,150,1960,eccellente / restaurato,certosa,1,centralizzato,f
0,1,645000,85,1,sì,3,porta di sicurezza | terrazza | cantina,5,no,disponibile,nessun costo condominiale,NA,nuovo / in costruzione,citt√† studi,5,centralizzato,g
0,1,730000,110,2,sì,3,idromassaggio| cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | guardaroba | terrazza | sistema televisivo centralizzato | parzialmente arredato| cantina |infissi esterni in doppio vetro / pvc | doppia esposizione,8,"1 in garage/box, 2 in parcheggio condiviso",disponibile,250,1960,eccellente / restaurato,portello - parco vittoria,4,centralizzato,NA
0,1,531000,93,1,sì,3,fibra ottica | porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,8,no,disponibile,200,1960,nuovo / in costruzione,san siro,8,centralizzato,a
0,1,155000,65,1,sì,2,videocitofono | porta di sicurezza | esposizione interna | guardaroba |portinaio mezza giornata | sistema televisivo centralizzato |arredato| cantina |infissi esterni in doppio vetro / pvc,7,no,disponibile,100,1960,buone condizioni /vivibile,vialba,soppalco,centralizzato,f
0,1,180000,56,1,no,2,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | terrazza | sistema televisivo centralizzato | parzialmente arredato|infissi esterni in doppio vetro / legno | doppia esposizione,2,no,disponibile,92,1970,buone condizioni /vivibile,cascina merlata - musocco,2,indipendente,f
0,1,1950000,320,3+,no,5+,cancello elettrico | caminetto | attico | taverna | fibra ottica | videocitofono | terrazza | terrazza | impianto tv con parabola satellitare | cantina |giardino privato | infissi in vetro/ legno | doppia esposizione,4,no,disponibile,55,1923,nuovo / in costruzione,citt√† studi,piano terra,indipendente,b
0,1,630000,45,1,sì,2,"cucina | terrazza | parzialmente arredato| exposure south, west",4,no,disponibile,110,NA,buone condizioni /vivibile,palestro,2,indipendente,e
0,1,320000,66,1,no,1,fibra ottica | videocitofono | esposizione esterna | sistema televisivo centralizzato |infissi esterni in doppio vetro / metallo,5,no,disponibile,320,1930,buone condizioni /vivibile,buenos aires,piano terra,centralizzato,f
0,1,850000,172,2,sì,3,fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | guardaroba | terrazza | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | parzialmente arredato| cantina |infissi esterni in doppio vetro / pvc | doppia esposizione,8,no,disponibile,350,1960,eccellente / restaurato,ghisolfa - mac mahon,7,centralizzato,NA
0,1,155000,62,1,no,2,terrazza | cantina | giardino condiviso,2,1 in parcheggio condiviso,disponibile,175,1965,buone condizioni /vivibile,baggio,1,centralizzato,g
0,1,600000,150,2,sì,4,cancello elettrico | taverna | fibra ottica | videocitofono | porta di sicurezza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / metallo | doppia esposizione,5,no,disponibile,NA,2020,eccellente / restaurato,plebisciti - susa,seminterrato,indipendente,d
0,1,710000,85,1,sì,3,fibra ottica | porta di sicurezza | esposizione interna | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | cantina | giardino condiviso | infissi in vetro/ legno,4,no,disponibile,291,1930,eccellente / restaurato,piave - tricolore,3,centralizzato,d
0,1,345000,75,1,sì,2,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | esposizione esterna | guardaroba | terrazza | terrazza | sistema televisivo centralizzato | parzialmente arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc,5,2 in garage/box,disponibile,150,2012,nuovo / in costruzione,precotto,3,indipendente,b
0,1,379000,74,1,sì,2,cancello elettrico | fibra ottica | porta di sicurezza | esposizione interna |portinaio mezza giornata | sistema televisivo centralizzato |arredato| giardino condiviso |infissi esterni in doppio vetro / pvc,7,no,disponibile dal 30/09/2024,150,1930,buone condizioni /vivibile,farini,6,centralizzato,f
0,1,615000,84,2,sì,3,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | parzialmente arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,3,no,NA,NA,2023,nuovo / in costruzione,sempione,2,centralizzato,a
0,1,348000,70,1,sì,2,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | guardaroba | terrazza | sistema televisivo centralizzato |arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,3,no,disponibile,260,2008,eccellente / restaurato,viale ungheria - mecenate,3,centralizzato,d
0,1,129000,50,1,sì,1,cancello elettrico | fibra ottica | porta di sicurezza | esposizione interna | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | giardino condiviso |infissi esterni in doppio vetro / metallo,6,no,disponibile,150,1980,buone condizioni /vivibile,famagosta,3,centralizzato,f
0,1,378000,77,1,sì,2,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | esposizione esterna | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | giardino condiviso |infissi esterni in doppio vetro / legno,6,no,disponibile,NA,2025,nuovo / in costruzione,lambrate,5,centralizzato,a
0,1,165000,35,1,sì,1,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione interna | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato |infissi esterni in doppio vetro / pvc,7,no,disponibile,900,NA,eccellente / restaurato,certosa,soppalco,centralizzato,NA
0,1,940000,145,2,sì,3,cancello elettrico | fibra ottica | porta di sicurezza | guardaroba | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina |infissi esterni in doppio vetro / legno | doppia esposizione,7,no,disponibile,340,1940,da restaurare,solari,2,centralizzato,e
0,1,660000,120,2,sì,3,fibra ottica | porta di sicurezza | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | cantina |infissi esterni in doppio vetro / pvc | doppia esposizione,7,no,NA,299,1930,buone condizioni /vivibile,citt√† studi,1,centralizzato,NA
0,1,350000,40,1,sì,2,porta di sicurezza | arredato,4,no,disponibile,NA,1970,nuovo / in costruzione,corso san gottardo,soppalco,indipendente,NA
0,1,220000,72,1,no,3,NA,1 piano,no,disponibile,100,2023,nuovo / in costruzione,baggio,1,indipendente,NA
0,1,965000,126,2,sì,3,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione esterna | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / metallo,4,no,disponibile,NA,2025,nuovo / in costruzione,corso genova,1,centralizzato,a
0,1,445000,56,1,no,2,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | guardaroba |portinaio mezza giornata | sistema televisivo centralizzato |arredato| giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,6,no,disponibile,250,1960,eccellente / restaurato,sempione,piano terra,centralizzato,f
0,1,410000,90,2,sì,3,cancello elettrico | fibra ottica | videocitofono | guardaroba | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato |arredato| giardino condiviso | infissi in vetro/ legno | doppia esposizione,6,no,disponibile,250,1970,eccellente / restaurato,vigentino - fatima,soppalco,centralizzato,f
0,1,200000,80,1,no,3,fibra ottica | porta di sicurezza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / metallo,3,no,disponibile,180,1950,eccellente / restaurato,giambellino,2,centralizzato,g
0,1,240000,60,1,sì,2,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza |portinaio tutto il giorno | sistema televisivo centralizzato | parzialmente arredato|infissi esterni in doppio vetro / pvc | doppia esposizione,3,no,disponibile,120,2010,buone condizioni /vivibile,casoretto,2,indipendente,g
0,1,250000,150,2,no,4,cancello elettrico | fibra ottica | porta di sicurezza | terrazza | sistema televisivo centralizzato | cantina |giardino privato |infissi esterni in doppio vetro / legno | doppia esposizione,1 piano,1 in garage/box,disponibile,NA,2009,eccellente / restaurato,muggiano,piano terra,indipendente,e
0,1,699000,100,1,sì,2,attico | porta di sicurezza | terrazza | impianto tv con parabola satellitare |arredato| doppia esposizione,3,1 in garage/box,disponibile,117,1800,eccellente / restaurato,carrobbio,3,indipendente,e
0,1,420000,70,1,no,2,porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato |infissi esterni in doppio vetro / legno | doppia esposizione,2,no,disponibile,167,1930,eccellente / restaurato,cenisio,1,centralizzato,g
0,1,772000,140,2,sì,4,caminetto | porta di sicurezza | terrazza | cantina,8,no,disponibile,nessun costo condominiale,NA,nuovo / in costruzione,solari,4,centralizzato,g
0,1,305000,70,1,no,3,fibra ottica | porta di sicurezza | esposizione interna | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato |arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc,5,no,disponibile,100,1960,eccellente / restaurato,pezzotti - meda,4,indipendente,f
0,1,250000,70,2,sì,3,cancello elettrico | fibra ottica | sistema d'allarme | porta di sicurezza |portinaio mezza giornata | sistema televisivo centralizzato | infissi in vetro/ pvc,5,no,disponibile,130,1961,eccellente / restaurato,corvetto,1,centralizzato,e
0,1,198000,87,1,sì,3,cancello elettrico | porta di sicurezza | esposizione esterna | terrazza | sistema televisivo centralizzato | cantina |infissi esterni in doppio vetro / metallo,2,no,disponibile,208,1960,buone condizioni /vivibile,roserio,1,centralizzato,f
0,1,369000,50,1,sì,2,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione interna | guardaroba |portinaio tutto il giorno | sistema televisivo centralizzato |arredato| cantina |infissi esterni in doppio vetro / pvc,8,no,disponibile,120,1960,nuovo / in costruzione,arco della pace,1,centralizzato,c
0,1,1750000,225,3,sì,4,idromassaggio| cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | terrazza | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | giardino condiviso | window frames in triple glass / metallo | doppia esposizione,5,no,disponibile,630,2012,eccellente / restaurato,corso genova,4,centralizzato,a
0,1,448000,60,1,no,2,fibra ottica | videocitofono | porta di sicurezza | esposizione interna | terrazza | sistema televisivo centralizzato |giardino privato |infissi esterni in doppio vetro / metallo,1 piano,no,disponibile,NA,1920,nuovo / in costruzione,isola,piano terra,indipendente,a
0,1,178000,66,1,no,2,cancello elettrico | fibra ottica | porta di sicurezza |portinaio mezza giornata | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,3,no,disponibile dal 31/12/2024,150,1957,eccellente / restaurato,bruzzano,2,centralizzato,f
0,1,289000,85,2,sì,3,"sistema d'allarme | cucina | terrazza | terrazza |arredato| giardino condiviso |infissi esterni in doppio vetro / pvcesposizione nord, sud",3,1 in garage/box,NA,120,2008,eccellente / restaurato,muggiano,2,centralizzato,e
0,1,495000,110,1,sì,3,videocitofono | porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina |infissi esterni in doppio vetro / pvc | doppia esposizione,9,no,disponibile dal 31/12/2024,316,NA,da restaurare,gambara,7,centralizzato,c
0,1,160000,33,1,sì,1,fibra ottica | porta di sicurezza | esposizione esterna |portinaio mezza giornata | sistema televisivo centralizzato | cantina,6,no,disponibile,100,1960,eccellente / restaurato,cimiano,2,centralizzato,g
0,1,565000,90,1,sì,3,cancello elettrico | attico | porta di sicurezza | guardaroba | terrazza |portinaio tutto il giorno | cantina | infissi in vetro/ legno,5,no,disponibile,NA,NA,eccellente / restaurato,citt√† studi,3,centralizzato,f
0,1,348000,60,1,sì,2,porta di sicurezza | terrazza |arredato| cantina | infissi in vetro/ pvc | doppia esposizione,5,no,disponibile,100,NA,eccellente / restaurato,ghisolfa - mac mahon,2,NA,g
0,1,299000,75,2,no,3,porta di sicurezza | sistema televisivo centralizzato | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,3,no,NA,nessun costo condominiale,1960,eccellente / restaurato,udine,soppalco,centralizzato,f
0,1,470000,55,1,sì,2,videocitofono | porta di sicurezza | esposizione interna |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / metallo,NA,no,disponibile,150,1960,eccellente / restaurato,ticinese,piano terra,centralizzato,NA
0,1,289000,85,1,sì,3,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | terrazza | sistema televisivo centralizzato | cantina | giardino condiviso,4,1 in parcheggio condiviso,disponibile,200,1960,buone condizioni /vivibile,quartiere forlanini,soppalco,centralizzato,f
0,1,930000,123,2,sì,3,idromassaggio| sistema d'allarme | porta di sicurezza | guardaroba | terrazza | sistema televisivo centralizzato | parzialmente arredato| cantina | infissi in vetro/ legno | doppia esposizione,3,no,disponibile,300,1920,buone condizioni /vivibile,amendola - buonarroti,1,centralizzato,g
0,1,620000,118,1,no,3,cancello elettrico | taverna | fibra ottica | videocitofono | porta di sicurezza | esposizione interna | guardaroba | terrazza | sistema televisivo centralizzato | cantina |giardino privato |infissi esterni in doppio vetro / pvc,1 piano,no,disponibile,200,2023,nuovo / in costruzione,ripamonti,piano terra,indipendente,b
0,1,195000,55,1,sì,2,fibra ottica | porta di sicurezza | esposizione interna | terrazza | sistema televisivo centralizzato |infissi esterni in doppio vetro / pvc,6,no,disponibile,120,1970,eccellente / restaurato,cimiano,6,centralizzato,e
0,1,471000,112,2,sì,3,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | window frames in triple glass / pvc,8,no,disponibile,NA,2022,nuovo / in costruzione,viale ungheria - mecenate,1,indipendente,a
0,1,621000,111,1,sì,3,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,9,no,disponibile,nessun costo condominiale,1960,da restaurare,monte rosa - lotto,3,centralizzato,e
0,1,315000,85,1,no,3,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | terrazza | terrazza | impianto televisivo unico | cantina |infissi esterni in doppio vetro / legno | doppia esposizione,2,1 in garage/box,NA,125,2004,buone condizioni /vivibile,comasina,1,indipendente,d
0,1,530000,115,2,sì,4,fibra ottica | videocitofono | porta di sicurezza | terrazza | sistema televisivo centralizzato |infissi esterni in doppio vetro / pvc | doppia esposizione,5,no,disponibile,250,1960,eccellente / restaurato,cermenate - abbiategrasso,2,centralizzato,f
0,1,185000,40,1,sì,1,fibra ottica | esposizione esterna | guardaroba | sistema televisivo centralizzato |arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc,6,no,NA,120,1960,da restaurare,certosa,soppalco,centralizzato,g
0,1,503000,138,2,sì,3,videocitofono | sistema d'allarme,6,no,disponibile,nessun costo condominiale,2024,nuovo / in costruzione,certosa,1,centralizzato,a
0,1,175000,45,1,sì,2,cucina | parzialmente arredato| exposure west,8,no,disponibile,100,NA,nuovo / in costruzione,giambellino,seminterrato,centralizzato,e
0,1,219000,59,1,sì,2,porta di sicurezza | esposizione interna | impianto televisivo unico | cantina | giardino condiviso | infissi in vetro/ legno,4,no,disponibile,84,1960,eccellente / restaurato,maggiolina,soppalco,centralizzato,f
0,1,185000,33,1,no,1,fibra ottica | esposizione esterna | guardaroba |portinaio mezza giornata | sistema televisivo centralizzato |arredato| cantina |infissi esterni in doppio vetro / legno,4,no,disponibile,60,1920,buone condizioni /vivibile,farini,1,centralizzato,g
0,1,839000,135,2,sì,4,idromassaggio| cancello elettrico | taverna | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | guardaroba | sistema televisivo centralizzato | parzialmente arredato| giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,6,no,disponibile,320,1930,eccellente / restaurato,corso genova,piano terra,centralizzato,f
0,1,620000,113,1,sì,3,porta di sicurezza | terrazza |portinaio mezza giornata | sistema televisivo centralizzato |arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / legno | doppia esposizione,5,no,disponibile dal 01/09/2026,292,1930,buone condizioni /vivibile,citt√† studi,2,centralizzato,g
0,1,209000,45,1,sì,2,videocitofono | porta di sicurezza | impianto televisivo unico |arredato| giardino condiviso | infissi in vetro/ legno | doppia esposizione,4,no,NA,100,1920,buone condizioni /vivibile,pezzotti - meda,1,indipendente,g
0,1,315000,72,1,sì,2,fibra ottica | porta di sicurezza | esposizione interna | terrazza | sistema televisivo centralizzato | giardino condiviso | window frames in triple glass / pvc,7,1 in garage/box,disponibile,nessun costo condominiale,2024,nuovo / in costruzione,giambellino,5,centralizzato,a
0,1,895000,165,2,sì,5,cancello elettrico | fibra ottica | terrazza |portinaio tutto il giorno | cantina | doppia esposizione,8,no,disponibile,417,1960,buone condizioni /vivibile,citt√† studi,7,centralizzato,g
0,1,275000,100,1,sì,3,cancello elettrico | taverna | fibra ottica | videocitofono |arredato| giardino condiviso,6,no,disponibile,200,NA,eccellente / restaurato,crescenzago,piano terra,centralizzato,g
0,1,345000,50,1,sì,2,fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | esposizione interna |portinaio tutto il giorno | sistema televisivo centralizzato | only cucinaarredato|infissi esterni in doppio vetro / pvc,6,no,disponibile,80,1965,nuovo / in costruzione,dezza,1,centralizzato,c
0,1,175000,34,1,sì,1,fibra ottica | porta di sicurezza | esposizione esterna | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato |arredato|infissi esterni in doppio vetro / pvc,5,no,NA,100,1970,buone condizioni /vivibile,corvetto,4,centralizzato,d
0,1,150000,44,1,sì,2,videocitofono | porta di sicurezza | esposizione esterna | terrazza | window frames in triple glass / metallo,4,no,NA,nessun costo condominiale,2024,nuovo / in costruzione,ponte lambro,1,centralizzato,a
0,1,527000,117,2,sì,3,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | terrazza | sistema televisivo centralizzato | cantina | giardino condiviso | window frames in triple glass / pvc | doppia esposizione,4,1 in garage/box,disponibile,120,2024,nuovo / in costruzione,ponte nuovo,1,indipendente,a
0,1,159000,60,1,sì,2,fibra ottica | porta di sicurezza | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / legno | doppia esposizione,6,no,NA,88,1960,buone condizioni /vivibile,bicocca,soppalco,centralizzato,g
0,1,270000,109,1,no,4,cancello elettrico | fibra ottica | porta di sicurezza | guardaroba | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato |arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,4,1 in garage/box,disponibile,300,1967,NA,certosa,4,centralizzato,f
0,1,1050000,112,2,sì,3,terrazza | cantina,7,no,disponibile,400,NA,da restaurare,arco della pace,4,NA,g
0,1,700000,120,2,sì,4,attico | fibra ottica | videocitofono | porta di sicurezza | guardaroba | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato |infissi esterni in doppio vetro / metallo | doppia esposizione,6,no,disponibile,333,1962,buone condizioni /vivibile,famagosta,5,centralizzato,e
0,1,240000,80,2,sì,3,cancello elettrico | videocitofono | porta di sicurezza | esposizione interna |portinaio tutto il giorno | sistema televisivo centralizzato | giardino condiviso |infissi esterni in doppio vetro / pvc,7,no,disponibile,200,1970,eccellente / restaurato,pezzotti - meda,seminterrato,centralizzato,d
0,1,395000,78,1,no,3,terrazza | sistema televisivo centralizzato,4,no,disponibile,208,1960,buone condizioni /vivibile,certosa,2,indipendente,d
0,1,498000,98,1,sì,3,cancello elettrico | videocitofono | porta di sicurezza | terrazza |portinaio tutto il giorno | doppia esposizione,8,no,disponibile,150,1960,buone condizioni /vivibile,cenisio,7,centralizzato,g
0,1,949000,170,2,sì,5,videocitofono | guardaroba | terrazza |portinaio tutto il giorno |arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,7,1 in parcheggio condiviso,NA,500,NA,eccellente / restaurato,frua,1,centralizzato,g
0,1,780000,116,2,no,3,caminetto | fibra ottica | videocitofono | porta di sicurezza | terrazza | sistema televisivo centralizzato |infissi esterni in doppio vetro / legno | doppia esposizione,5,no,disponibile dal 30/04/2024,190,1880,buone condizioni /vivibile,missori,3,centralizzato,f
0,1,429000,60,1,sì,3,cancello elettrico | fibra ottica | porta di sicurezza | esposizione interna | terrazza | sistema televisivo centralizzato | window frames in triple glass / pvc,1 piano,no,disponibile,200,2022,nuovo / in costruzione,centrale,1,centralizzato,a
0,1,470000,95,1,sì,3,fibra ottica | videocitofono | porta di sicurezza | esposizione esterna |portinaio mezza giornata | sistema televisivo centralizzato |arredato|infissi esterni in doppio vetro / legno,6,no,disponibile,185,1960,buone condizioni /vivibile,buenos aires,3,centralizzato,c
0,1,740000,115,1,no,4,fibra ottica | sistema d'allarme | porta di sicurezza | guardaroba | terrazza | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / legno | doppia esposizione,3,2 in garage/box,disponibile,292,1950,eccellente / restaurato,maggiolina,1,centralizzato,d
0,1,430000,96,2,sì,4,terrazza | cantina | giardino condiviso,9,"1 in garage/box, 1 in parcheggio condiviso",NA,225,2000,buone condizioni /vivibile,santa giulia,2,indipendente,d
0,1,1500000,174,2,sì,4,cancello elettrico | fibra ottica | porta di sicurezza | guardaroba | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | infissi in vetro/ legno | doppia esposizione,5,no,disponibile,400,1913,buone condizioni /vivibile,ticinese,4,centralizzato,e
0,1,249000,70,1,no,3,cancello elettrico | attico | fibra ottica | porta di sicurezza | terrazza |portinaio tutto il giorno | impianto televisivo unico |arredato| cantina |infissi esterni in doppio vetro / pvc | doppia esposizione,5,no,NA,205,1940,eccellente / restaurato,certosa,soppalco,centralizzato,g
